score,params,iteration
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05474747474747474), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",174
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.038585858585858585), 'sift_edgeThreshold': np.float64(12.97979797979798), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",131
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(10.353535353535353), 'sift_sigma': np.float64(0.43232323232323233), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",133
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05555555555555555), 'sift_edgeThreshold': np.float64(13.686868686868687), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",5
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.020404040404040404), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",0
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.8181818181818181), 'mask_scale': 1}",13
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(8.838383838383837), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",71
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045454545454545456), 'sift_edgeThreshold': np.float64(10.656565656565657), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",315
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(5.606060606060606), 'sift_sigma': np.float64(0.7232323232323232), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",12
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.047474747474747475), 'sift_edgeThreshold': np.float64(7.3232323232323235), 'sift_sigma': np.float64(0.496969696969697), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",327
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05595959595959596), 'sift_edgeThreshold': np.float64(9.848484848484848), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",316
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04101010101010101), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8121212121212121), 'mask_scale': 1}",305
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03737373737373737), 'sift_edgeThreshold': np.float64(13.88888888888889), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",70
25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.040606060606060604), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",42
25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(6.919191919191919), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7424242424242424), 'mask_scale': 1}",62
25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05959595959595959), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.5212121212121212), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.6363636363636364), 'mask_scale': 1}",10
25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04101010101010101), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.7111111111111111), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6424242424242425), 'mask_scale': 1}",29
25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04222222222222222), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6212121212121212), 'mask_scale': 1}",19
24,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.7515151515151515), 'mask_scale': 1}",38
24,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.055151515151515146), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6181818181818182), 'mask_scale': 1}",23
24,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.5656565656565657), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",4
24,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.46464646464646464), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",49
23,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7242424242424242), 'mask_scale': 1}",17
23,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04909090909090909), 'sift_edgeThreshold': np.float64(6.616161616161616), 'sift_sigma': np.float64(0.6464646464646465), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",47
22,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.025656565656565655), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.5454545454545454), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",9
22,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05676767676767676), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6757575757575758), 'mask_scale': 1}",16
22,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(11.161616161616163), 'sift_sigma': np.float64(0.4484848484848485), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",55
21,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05232323232323231), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",3
21,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04666666666666666), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.6707070707070708), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6757575757575758), 'mask_scale': 1}",33
21,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(10.959595959595958), 'sift_sigma': np.float64(0.5414141414141415), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",8
20,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.5414141414141415), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",14
19,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04181818181818182), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.4727272727272728), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",11
18,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(11.565656565656566), 'sift_sigma': np.float64(0.7919191919191919), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",30
18,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.047878787878787875), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.6424242424242425), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7515151515151515), 'mask_scale': 1}",48
16,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.040606060606060604), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.6383838383838384), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7212121212121212), 'mask_scale': 1}",1
